,Tweet,Score,Magnitude
44,NEWSPAPERREVIEW with u and on DayBreakNigeria n n ATIKU PROMISES TO IMPROVE AGRICULTURE COMMERCE IF ELECTED,-0.30000001192092896,0.30000001192092896
45,Wow see we got real people real crowd No importation Not animals no cows Real people AtikuInKano Atiku AtikuWillWin,-0.4000000059604645,0.4000000059604645
46,RT If PMB wins this coming Presidential election Asuu will resume strike nYa ll please vote for Atiku,0.0,0.0
47,Nigeria news politics Overcrowding Nine slump at Atiku s rally in Kano,0.0,0.0
48,Happy new week n nYou know we ve the solution to your Phone Laptop problem n nVisit us and let s help you do more n nCall us today on 07082698340 n n n Grammys2019 BAFTAs MondayMotivaton NigeriaDecides mondaythoughts MondayMorning GrammyAwards cardi atiku buhari,0.699999988079071,0.699999988079071
49,Can it get this bad n BeObjectv Media 2019Elections NigeriaDecides2019 Ne APC PDP NewNigeria NationBuilding Butiku Buhari Atiku Sowore2019 Moghalu Durotoye TakeItBack AAC ANN YPP,-0.4000000059604645,0.4000000059604645
50,Need I remind you that you have just 1 ONE vote and mine has cancelled yours n n Buhari is a movement n n Atiku is a movement n nNa 160218 we go know who senior n n,-0.699999988079071,0.699999988079071
51,PDP rally Atiku pledges priority attention to Agric commerce n n,0.0,0.0
52,Class test answer the accompanying question with sincerity n BeObjectv 2019Elections NigeriaDecides2019 NewNigeria NationBuilding TakeItBack Buhari Atiku Moghalu Sowore2019 FelaDrutotoye TopeFasua lagosnigeria StartUps,0.30000001192092896,0.30000001192092896
53,RT Ks Collect ATIKU s money Go for his rally and on the day of election vote the Man who s honest amp Just That s what our grandpar,0.10000000149011612,0.10000000149011612
54,RT Please go out and vote Atiku,0.0,0.0
55,Why Former US President Bill Clinton Is Visiting Buhari Atiku 1ddrive,0.0,0.0
56,Lol your time is up AtikuWillWin AtikuIsComing Atiku,0.30000001192092896,0.30000001192092896
57,Lets Get Nigeria Working Again Join me as I support H E for President nCreate your own customized graphics message by downloading the app TheAtikuPlan LetsGetNigeriaWorkingAgain GNWA atiku n n,0.8999999761581421,0.8999999761581421
58,RT Atiku is not the best candidate but he is far better than Buhari in all ramifications I ve seen death amp suffering in the,0.5,0.5
59,Non died in Kano neither will any for Atiku,-0.10000000149011612,0.10000000149011612
60,2019Election prediction n Atiku will originally win but it will be rigged and Buhari will still be president n nMy state election Deltastate Election will be postponed But someone will fall for another to rise BTW when is BBNaija BBNaija2019 starting,-0.30000001192092896,0.30000001192092896
61,Nigeria news politics Atiku won t get 15 votes in Ogun says pro Buhari group,0.0,0.0
62,walebakare ng ATIKU FOR BETTER NIGERIA I SUPPORT YOU SIR,0.30000001192092896,0.30000001192092896
63,Please go out and vote Atiku,0.0,0.0
64,For sponsorship or partnership considerations and deliberations Kindly reach us via any of our contacts on the flier n n atiku schools party costume teenagerposts boys NigeriaDecides fashionista follow atiku teenageboys naija teenagegirls conference teen,-0.10000000149011612,0.10000000149011612
65,RT 2015 I voted for u I thought u could make the changes I desired but little did I know I was voting for incompetence,-0.800000011920929,0.800000011920929
66,Atiku is not the best candidate but he is far better than Buhari in all ramifications I ve seen death amp suffering in the eyes of Nigerians seen fathers who can t pay their children school fees n nCome 16th of February 2019 I will stand with atiku,0.30000001192092896,0.30000001192092896
67,Nigeria news politics We endorsed Atiku because of restructuring Clark e,0.0,0.0
68,We stand with Atiku n n LetsGetNigeriaWorkingAgain,0.0,0.0
69,RT I not supporting Buhari or atiku ooo but vote for someone you can defend in heaven,-0.4000000059604645,0.4000000059604645
70,Under the godfather of corruption in Nigeria OBJ and close associate Atikulooter Atiku,-0.30000001192092896,0.30000001192092896
71,RT NigeriaDecides a vote for PMB will be the wise thing to do it will not be an endorsement of APC but giving them a seco,-0.6000000238418579,0.6000000238418579
72,Some of the replies on this thread show that many Nigerians are still sane We will vote Atiku so the media can have their balls back to report whatever is happening in our country Dustbin SAN,0.0,0.0
73,RT Buharist may fill d Twitter space 4 all I care but come Failbuhari 16 d people s wi,-0.10000000149011612,0.10000000149011612
74,atiku winning this coming presidential election is my hope of being a great Nigerian please don t kill my hope by rigging the election Many other youths have this same hope This is why i am volunteering my everything to support bcos he means job jobs and jobs,0.30000001192092896,0.30000001192092896
75,Can Atiku be such a president n nTo Atiku nWe don t need deliverance from Buhari government All we are asking for is a great governance and prosperous Nigeria We can consider the 3rd term later n nPalpable Nigerians,0.5,0.5
76,RT Did you see how APC is fighting corruption by buying PVC number with 10 000Naira If you want a better Nigeria retweet pl,-0.5,0.5
77,DEADLINE FOR PVC COLLECTION IS TODAY GO GET YOURS NOW n nLETS GET NIGERIA WORKING AGAIN n ATIKU NATION,0.20000000298023224,0.20000000298023224
78,Something terribly went wrong during these 3 and half years Let s try someone else atiku has my vote BuhariMustGo,-0.800000011920929,0.800000011920929
79,RT See what happened in Kano during Atiku s visit Kano is PDP Kwankwaso is a movement Believe me n Atiku n PDP n LetsGetNi,0.0,0.0
80,Ukeri So we are now a countrybthat should be ruled by Grand Pa s from Buhari 77 to Atiku 73 What really is the difference Come 2023 Baba wont step down Please fav this tweet Sure Banker,0.0,0.0
81,RT Atiku is in town but not at the campaign venue yet n AtikuInKano PDPKanoRally AtikuTakesOverKano n KanoIsPDP AtikuObi,0.0,0.0
82,I strongly believe that the national chairman of APC Mr Osho Bobo is watching this video Atiku for Nija,-0.10000000149011612,0.10000000149011612
83,This morning four boys boarded a bike and the fell one got hurt Its sad that this happens in the so called ajah the elite community Please can the government make a free bus available or a bus with minimal fare running through ogombo to the school Atiku,-0.6000000238418579,0.6000000238418579
84,RT Poll after poll formal or informal Atiku wins on Twitter Haven t seen one in which Buhari won n nWhether this will t,0.0,0.0
85,RT Imagine a dull president with a vibrant people May u lose on Saturday d way Chelsea lose to man city we gv d fool 4year he,-0.5,0.5
86,Hope you are not planning to take an appointment in Atiku s government If you try am No evil in our past will join the ne govt,-0.10000000149011612,0.10000000149011612
87,Valelectionspecial Billclinton 2 oversee Buhari n Atiku sign a peaceAccord on wed It worked n 2015 will it work in 2019 Talk 2 us now,0.30000001192092896,0.30000001192092896
88,Atiku has so much to offer to Nigeria such as corruption poverty fraud and problems Only Atiku can deliver these to us all His nature is beyond control and he is fully devoured by his hunger of corruption AtikuNeverAgain AtikufailedNigeria AtikuE,-0.20000000298023224,0.20000000298023224
89,Too much love for atiku,0.6000000238418579,0.6000000238418579
90,E president Billclinton is 2 over c Buhari N Atiku sign a peaceAccord on wed It worked btw GEj n Buhari in 2015 will it work ds yr,0.20000000298023224,0.20000000298023224
91,RT More Kwankwassiya fashion from the Atiku in Kano carnival,0.20000000298023224,0.20000000298023224
92,There is nothing to see oremi We have our ne president and it s Atiku,-0.4000000059604645,0.4000000059604645
93,Thank You Nigeria n Atiku VoteAtiku AtikuObi PDP SEYFA GNWA,0.0,0.0
94,Poll after poll formal or informal Atiku wins on Twitter Haven t seen one in which Buhari won n nWhether this will translate into victory on 16 February is another issue n nJust go out and vote Like Jonathan Buhari hasn t served us well Nigeria must move forward,0.30000001192092896,0.30000001192092896
95,Thank You Kano n PDPRally ATIKU SEYFA GNWA,0.0,0.0
96,RT 6 days to remove PMB ApC which operates like a cancer in Nigeria with our PVC n nPMB APC,-0.20000000298023224,0.20000000298023224
97,Still Overwhelmed by the Love Katsina showed n PDPRally ATIKU SEYFA GNWA,0.8999999761581421,0.8999999761581421
98,RT You ve deceived me before it won t happen again Your time is up please give chance to someone else ATIKU https,-0.800000011920929,0.800000011920929
99,RT 2019 Election What Atiku Discussed With Emir Sanusi In Kano,-0.30000001192092896,0.30000001192092896
100,RT We all can fight against bad governance nAll you need to do is n nGet your PVC ready Come Saturday 16th February Vote fo,0.20000000298023224,0.20000000298023224
101,RT You were giving the mandate in 2015 what did you do with it nothing instead the Cabals run your government Niger,-0.699999988079071,0.699999988079071
102,RT Before you cast your vote for any candidate party ask them what happened to our railway system in the past 20years of de,0.0,0.0
103,Imagine a dull president with a vibrant people May u lose on Saturday d way Chelsea lose to man city we gv d fool 4year he do nothing at list lets try Atiku 1st nd see wat he can do Am not a party man am nt PDP or APC at list lets be wise 4 once abeg o sha suffer no dey tire una,-0.800000011920929,0.800000011920929
104,2015 I voted for u I thought u could make the changes I desired but little did I know I was voting for incompetence and impunity You increased fuel from 87 to 145 bag of rice from 7 500 to 18 000 to mention but a few n nIn this 2019 atiku has my vote Let him do it too,-0.8999999761581421,0.8999999761581421
105,You lie here Atiku is the only option,-0.6000000238418579,0.6000000238418579
106,Today is the final day of PVC collection Anyone that haven t yet collected his her PVC should go to INEC local government office close to you and get your PVC Come 16 February we are going to vote out this wicked nepotism and oppressor government ATIKU OBI 2019,0.10000000149011612,0.10000000149011612
107,Oga go home you have tried and have failed let someone who understands with leadership to come in Atiku n GetNigeriaWorkingAgain n we need,-0.6000000238418579,0.6000000238418579
108,If PMB wins this coming Presidential election Asuu will resume strike nYa ll please vote for Atiku,0.0,0.0
109,Congratulations Team Atiku for winning the debate again on RubbinMinds the team proved to team PMB that Nigerian youths are not as lazy as the youths who make up team PMB would portray Up,0.10000000149011612,0.10000000149011612
110,NigeriaDecides a vote for PMB will be the wise thing to do it will not be an endorsement of APC but giving them a second chance a vote for Atiku will be an invitation of the dark days of PDP they re still learning that voters decide 2023 beckons notPDPyet,0.10000000149011612,0.10000000149011612
111,That was Saturday evening when Kwankwaso visits the site even unannounced to check how far things are going so my friend shut up Ka barwa ALLAH ikon sa AtikuTakesOverKano Atiku,0.699999988079071,0.699999988079071
112,Atiku is leading in this online poll Click your choice to see You have less than three hours from now to vote,0.20000000298023224,0.20000000298023224
113,You were giving the mandate in 2015 what did you do with it nothing instead the Cabals run your government Nigerians wants a president who is completely in charge a man who understands Nigeria is composed of three distinct branches legislative e and judicial Atiku,-0.800000011920929,0.800000011920929
114,We all can fight against bad governance nAll you need to do is n nGet your PVC ready Come Saturday 16th February Vote for Adequate transformation via Atiku After casting your Votes please We are e to sit back monitor the Ballot bo and wait for Result,0.0,0.0
115,2019 Election What Atiku Discussed With Emir Sanusi In Kano,0.0,0.0
116,Let the government investigate the circumstances surrounding the sell of Alscon they might likely discover that the difference of 2 7b or less might have been given to atiku the facilitator,0.0,0.0
117,You ve deceived me before it won t happen again Your time is up please give chance to someone else ATIKU,-0.800000011920929,0.800000011920929
118,RT 2019 Atiku campaign team also paid a homage visit to the family of LATE AMINU KANO JAGORAN TALAKAWA may his gentle soul continue,0.800000011920929,0.800000011920929
119,See what happened in Kano during Atiku s visit Kano is PDP Kwankwaso is a movement Believe me n Atiku n PDP n LetsGetNigeriaWorkingAgain,0.0,0.0
120,Did you see how APC is fighting corruption by buying PVC number with 10 000Naira If you want a better Nigeria retweet please n Atiku n INEC,-0.6000000238418579,0.6000000238418579
